name,latitude,longitude
Cabinet médical,48.6896984,6.1762939
Le Bakoua,48.6869917,6.1827859
Cabinet de médecine générale,48.6881355,6.1845728
Khan,48.6869367,6.1828671
Cabinet médical,48.6853919,6.1667346
Billets grandes lignes,48.6895442,6.174606
Nemo Poke Bowl,48.6917286,6.1812953
Médiathèque Saint-Pierre,48.6820496,6.1918811
Valérie Canton,48.6873923,6.1627673
SCP chirurgiens dentistes,48.6913725,6.1752165
Christine Maeder,48.6851377,6.1767065
Thierry Delmas,48.6908245,6.1755419
Emmanuel Régnier,48.6984485,6.1670146
Le 31 Maison médicale de garde,48.6841972,6.1933212
Accueil,48.684166,6.1937792
Nancy - Ville d'Art de Parcs et de Jardins,48.6789282,6.1714655
ESNA Business School,48.6850963,6.1626232
Dr Rebstock,48.6859607,6.1681763
Tribunal de contentieux de l'incapacité,48.6870611,6.1646347
ECF Nancy Centre,48.6916392,6.1757052
Les Arrangés du Bocal,48.6912521,6.1806085
Cube,48.692953,6.1977299
Administration et inscriptions,48.6939465,6.1671146
Skatepark de Nancy,48.6901853,6.2024052
Circuit Agility - Commune de Nancy,48.6882345,6.1993481
Esplanade Cuenot - Salon 2 - Espace Canin,48.688246,6.1992931
Vélo Chargeur,48.6879858,6.1987695
Bienvenue dans votre espace Fitness,48.6880435,6.1987332
Volant Barreur,48.687966,6.1987911
Abdos lombaires,48.6879486,6.1987635
Patineur,48.6879261,6.1987317
Vélo elliptique,48.68795,6.1987038
Squat machine,48.6879122,6.1984747
Tai Ji Quan,48.6878733,6.1982337
Le Triple Twister,48.6880703,6.1988445
Machine à tricepts,48.68797,6.1985887
Push Pull,48.6879912,6.1989173
Pont de Singe,48.6880962,6.1990075
Marcheur double,48.688156,6.1989344
Esplanade Cuenot - Salon 1 - Espace Sport Work-Out,48.688198,6.1990812
Esplanade Cuenot - Salon 1 - Espace Sport Work-Out,48.6882101,6.1991054
Société Générale,48.6901408,6.1828199
Burger King,48.6904187,6.1826188
L'Instant Pause,48.7055896,6.1764255
Tom Pouce,48.6911215,6.1487965
Louis Majorelle,48.6800136,6.1655341
Extrait du discours du Congrès de la paix 21 août 1849,48.6896685,6.17285
Pharmacie Centrale,48.6905458,6.1802133
Pharmacie Gérard,48.6888354,6.1676561
Pharmacie de la Gare,48.6897202,6.1757241
La Casa Victoria,48.6906172,6.1843979
Saveurs et Parfums d'Italie,48.6894546,6.1826392
Big Burger,48.6923165,6.1676955
Carrefour,48.689327,6.161779
L'impromptu,48.6892954,6.183238
Taxy 18 Nancy,48.6755475,6.1952738
La Camaraderie,48.6931013,6.1816162
Los Tacos,48.6896121,6.1855823
King Pizza,48.6924674,6.1418698
Le Palais de Chine,48.6830372,6.190395
L'Ostorea II,48.7033911,6.1542142
Pidélice,48.6900831,6.1721897
Chingu,48.6938481,6.1807387
Bagel & Salsa,48.6731241,6.1733491
Resto' Cours Léopold,48.6950159,6.1772029
Les 3 ours polaires,48.6886326,6.1788676
La Détente,48.7010706,6.1696645
Halte-garderie Jeanine Bodson,48.7005835,6.1463329
Médreville,48.6853718,6.1610793
Saint-Epvre,48.6953065,6.179787
Foyer Maraé,48.6927866,6.1883379
Mankind,48.6851697,6.2053066
Le Chardon,48.6855063,6.1865969
Nemea Appart'Hotel,48.685751,6.1820782
Patati Patata,48.6806948,6.1760773
Villa Majorelle,48.6850123,6.1643147
Maison du Vélo,48.6923941,6.1848545
Artem,48.6747373,6.1705993
Charles III,48.6886542,6.181784
Atelier Courant d'Art,48.6887695,6.16744
Espace FitPark,48.679912,6.1714943
Emile Coué,48.6814914,6.1709243
P+R Les Deux Rives,48.6946794,6.1966673
Port de Plaisance,48.6920413,6.1934942
Vache Burger,48.6905854,6.1854217
Objectif Code,48.6924029,6.1792511
Stan Kebab,48.6931686,6.1818375
L'Arsenal,48.6968892,6.1776717
La Poste Nancy Leclerc Les Deux Rives,48.6952037,6.195998
La Poste Nancy La Lotharingie,48.6976623,6.1786948
La Poste Nancy Tabac Touati,48.6840009,6.1888023
Auto-école Léonard,48.6950268,6.1953709
Bière de Dombasle,48.6841893,6.1787853
Le Kreu,48.6953891,6.1805621
L'arbre suspendu,48.6990121,6.1777696
Amazon Locker Léna,48.6952682,6.1958715
Hôtel de Rogeville,48.6949261,6.1813203
Au Soleil de Provence,48.684422,6.1779713
Location E.Leclerc,48.6951137,6.1960736
Sabine Gillot,48.6920076,6.1795494
Maxime Guyot,48.6919968,6.1795295
Weng Hoak,48.6896912,6.1808431
Didier Noël,48.6925846,6.1818869
Auto-École Toulon,48.7030628,6.1530857
Le 27,48.6922505,6.1807965
Centre d'Allergologie de Gentilly,48.7008609,6.1401278
Khao Thip,48.6887846,6.1826749
Bodyhit,48.6882009,6.1831042
Little Garden Daycare,48.6882974,6.1742111
Résidence Carmes,48.6922648,6.1801475
Babychou Services,48.6749685,6.1759
Maltazar,48.69039,6.1850441
Michel Joseph,48.6883141,6.184442
Gérard Ehrmann,48.6843412,6.1774414
Claude Weber,48.6825546,6.1683205
La Patate Gourmande,48.6896627,6.1849364
Parking Saint-Léon,48.6892101,6.172813
Bon’t,48.6889241,6.1920556
Docteur Fabienne Donner; Docteur Bénédicte Vilain,48.6716633,6.1723923
Kebab Melissa,48.6877466,6.1834543
Place Saint-Epvre,48.6961138,6.1795289
Artothèque 379,48.6964237,6.1460682
AP² Soutien Scolaire,48.6794813,6.1806096
KungFu nouilles,48.6894843,6.1809969
Au Merle Blanc,48.6895521,6.180947
Hervé Bize,48.6923603,6.1818689
La Maison Chinoise,48.6845451,6.1785517
Arelia,48.6774164,6.1791969
Cabinet médical,48.6766638,6.1779695
Dallo,48.6907057,6.1819169
Voyou,48.693093,6.1815642
Au Papa Guy,48.692881,6.1814324
Anne Schmit-Ansel,48.6889212,6.172995
Lorraine Pierres Investissements,48.6940651,6.183353
Cabinet de rhumatologie,48.6886999,6.1732143
Thé citron,48.6930096,6.1818397
IAE Nancy School of Management,48.6738678,6.1708054
Daniel Bourger,48.6840791,6.1803354
Radio club F6KIM,48.6825447,6.1790877
Myriam Auque,48.6814456,6.1671148
Amina Zaghzi,48.6827586,6.1773447
Centre Alliance Vision Nancy,48.688276,6.1757789
Florence Mayer-Coupin,48.6827729,6.1773327
Angelina Coffee,48.6917172,6.1850892
Cabinet dentaire,48.6901947,6.1725561
Reynette,48.6821032,6.1642435
Meublé de tourisme,48.6893005,6.1933095
Université de la poste,48.6889544,6.1926623
L'Alpa,48.6911445,6.2021765
Ormes Lutèce Nanguen,48.6809735,6.1717586
Compost54,48.6818315,6.173762
Céline food,48.6893584,6.193728
Olivier Desnoyers,48.6908908,6.1739508
Infirmier Giacovelli Damien,48.6775238,6.1686908
Étirement,48.7027059,6.1475024
Tractions,48.7035463,6.1470806
Pas de Géant,48.7040886,6.146633
Saut de grenouille,48.7048493,6.1491016
Espalier double,48.7042569,6.149362
L'Express Take Away,48.6891906,6.175395
Up To You,48.6945234,6.1817557
La Traviata,48.6967073,6.1797136
Kimchi Bap,48.6847087,6.162985
L'Autre Marché,48.6937865,6.1994326
Place Mandela,48.6943208,6.1837873
Maison Marcel Callo,48.6892327,6.1715034
Pascaline Spaëth,48.6833397,6.1782822
Bpifrance,48.685809,6.1814447
Parcours de santé,48.7020691,6.1480059
Poutre d'équilibre,48.7031058,6.150024
Galerie Neuf,48.693704,6.1807718
Galerie Lillebonne,48.6952564,6.178485
My Monkey,48.6888951,6.19148
Institut des sciences du Digital Management & Cognition,48.6974346,6.1716956
Bibliothèques de Nancy - Médiathèque Manufacture,48.6967185,6.1713306
LCL,48.689339,6.1727471
Take'n Eat,48.688777,6.174094
Laisse Le Bon Temps Rouler,48.6884809,6.1741353
Goddyn's,48.6884475,6.1740391
Auto-École Nancy Vauban,48.686854,6.1717838
O'Pacha Kebab,48.6867126,6.1713431
Pharmacie Jeanne d'Arc,48.6866074,6.1714087
Les P'tits Oignons,48.6864467,6.1713026
Terroirs,48.6813869,6.1662058
Le Cadet,48.6820217,6.1659939
Le Dolls Club,48.6827788,6.1688861
Pharmacie des Thermes,48.6785174,6.167598
Auto École Nancy Thermal,48.6783373,6.1677587
LCL,48.678006,6.1681123
La Brasserie des Bains,48.6782373,6.1696248
Senior Compagnie,48.6750005,6.1633356
Banque Populaire,48.6746525,6.1635817
Chiche et Bon,48.672665,6.1649222
Pharmacie d'Haussonville,48.672777,6.1648098
Pizza Hut,48.686047,6.1715743
Centre d'hemodialyse,48.7025608,6.1394152
Galerie des Michottes,48.6926817,6.1789076
Starbucks,48.6894082,6.1766518
Thé Việt,48.6897582,6.1807932
Google Atelier numérique,48.692378,6.2009623
Le Local,48.685958,6.1689457
Toup'ti Gym,48.6857928,6.1702125
Auto Contrôle Croix de Bourgogne,48.6857629,6.170395
La Yourte,48.6865396,6.1707586
La Plantation,48.6909221,6.1744872
Bar du théâtre,48.6960818,6.1717319
Durex,48.6974492,6.1559123
Hôtel Campanile Nancy Centre - Gare,48.6916735,6.1754872
Les Deux Palmiers,48.6921361,6.1784534
Caisse d'Épargne,48.691638,6.1779211
La Voie Bleue,48.7041238,6.1753229
La Voie Bleue,48.7041013,6.1740596
Bloc Session,48.6844372,6.2025882
Société Générale,48.6955713,6.1768044
Le passe-livres,48.6836496,6.178263
Karadeniz,48.6923005,6.1794647
Cours Pilates,48.6871311,6.162673
Sculpter un jardin à l'échelle humaine,48.6833004,6.1607295
Shamaï Haber,48.6832034,6.1609481
Salle Raugraff,48.6896798,6.1810967
Club Café,48.6897324,6.1809788
Chamas Tacos,48.6899017,6.1808559
KeepCool,48.6718725,6.1727385
Hôtel Stanley,48.6893328,6.1782306
Poké Bar,48.689573,6.1810953
Kung Fu Nouilles,48.6895092,6.1809785
Le Petit Monde de Barnabé,48.6887672,6.1821842
Monument Funéraire,48.6802143,6.1650398
Ancienne Porte Cochère Des Ateliers Gallé,48.6803938,6.165657
Aquarium,48.679945,6.1656219
Fabul'eau,48.6773873,6.1862166
Atelier national de recherche typographique,48.6747739,6.1699019
Appart'City Nancy,48.6925998,6.1981545
Barbara Kitchen,48.6893234,6.1798208
Piperno,48.6892573,6.1804359
Parcours Jean Prouvé,48.7006293,6.1624448
Galerie Victoria,48.6906545,6.1855228
La Voie Bleue,48.6991476,6.1891074
La Voie Bleue,48.7000581,6.1885723
La Voie Bleue,48.7023237,6.1824241
La Voie Bleue,48.7030166,6.1815799
La Voie Bleue,48.7031801,6.1813284
Made in France,48.6765477,6.1693927
Bread and Coffee,48.6766388,6.1693244
Le Jardin des Thermes,48.6760186,6.1697988
EDG Conduite,48.6750538,6.1705221
Snack Blandan,48.6744682,6.1709682
Bonidé,48.6740459,6.1712577
Câlins et Trottinettes,48.6738525,6.1720902
Émilie Sushi Bar,48.6734963,6.1735683
Made in France,48.6966359,6.1791435
Hôtel Foch,48.6886617,6.1737433
Les p'tites graines Montessori,48.6706145,6.1711335
Pharmacie du Ginkgo,48.6917889,6.1834813
CIC,48.6915645,6.1836216
Berlin Kebap Haus,48.6932343,6.1897813
Les Cousins,48.6901399,6.1716185
La Voie Bleue,48.6921555,6.1941332
La Voie Bleue,48.6957691,6.1915033
La Voie Bleue,48.6960541,6.1913162
La Voie Bleue,48.6943381,6.1926064
Villa Thermae,48.6792834,6.1681828
MadCat,48.6966314,6.1792603
Le Bar du Crystal,48.6901445,6.1781096
Arcane Game,48.6810946,6.194152
Group Hug,48.7020732,6.1872167
Antoinette Restaurant Nancy,48.6914161,6.1881767
Objet Urbain Vraiment Non Identifié,48.6835748,6.1851646
L'Atelier 35,48.6880922,6.1821784
Yom Thaï Food,48.6881775,6.1821157
Le Coup de Fourchette,48.6881272,6.1821527
Laura Blattner,48.6712344,6.1663834
Station réparation & gonflage,48.6941224,6.1650467
Thé Viet,48.6897326,6.1807884
Group Hug,48.6834025,6.1904099
Allo Pizza,48.6892479,6.1611466
Aqua Sirouna,48.6853717,6.1862228
Vaudémont,48.6944446,6.1821125
B comme bœuf,48.6892571,6.1831208
Parcours touristiques,48.6816339,6.1715259
La Verdine,48.6819854,6.1648958
Café du Bon Coin,48.6821691,6.1659823
Pharmacie Giphar,48.6827215,6.1659617
Maxi Kebab,48.6830069,6.1661417
Régalo Pizzas,48.6835943,6.1684084
Bibliothèque Pour Tous,48.6834698,6.1733286
Pharmacie Saint-Joseph,48.6835203,6.1742718
Mairie de Quartier Mon Désert,48.6847625,6.1792726
Parcours touristiques,48.6792854,6.1673879
Bestiaire Inabstrait,48.681948,6.1787328
Charlie Coworking,48.7018342,6.1729574
Points de vue,48.6943319,6.1828103
Points de vue,48.6935786,6.1831576
Collège Montessori Grand Est,48.6860649,6.1688289
Photomaton,48.688093,6.1816919
Le village Afrotaste,48.6891666,6.1943737
GOMU,48.689428,6.1810191
Bistrot Georgette,48.6919515,6.1863774
L’Arborio,48.6968744,6.1794531
54 Cocktails Bar,48.6947489,6.1797119
Photomaton,48.6896709,6.1744996
Photomaton,48.6897624,6.1744632
Photomaton,48.6895631,6.1733668
L'Ardoise,48.6938711,6.1807861
Osaka Street Food,48.6939141,6.1809602
Papa Joe,48.6940446,6.181485
La Cerise sur le Gâteau,48.6942492,6.1817521
Starbucks,48.6911008,6.1831815
LCL,48.6910037,6.182882
Salon de Thé Batt,48.6912614,6.1842402
Le Mont Liban,48.6914452,6.1842475
Godot & Fils,48.6914163,6.1841585
Pharmacie de la Cathédrale,48.6917932,6.1853245
Trattoria San Giorgio,48.692296,6.186887
Crédit Coopératif,48.6921947,6.1865797
Brasserie Saint-Georges,48.6921629,6.1864714
Café Des Trolls,48.6918347,6.1854517
Les Docks,48.6916585,6.1849085
Le Schmilblick,48.6919878,6.1864915
Madame Bergamote,48.6945446,6.1815557
L’Auberge Francine,48.6726803,6.1940608
Caméo Commanderie,48.6870352,6.1721765
BBC,48.6901353,6.1795795
Khao Thip,48.689402,6.1746198
Ensemble de ferronneries,48.6904165,6.179561
Group Hug,48.6866816,6.1813842
Secours Populaire Français - Antenne de Nancy Charmois,48.6693948,6.170358
Secours Populaire Français - Antenne de Nancy-Étoile,48.680565,6.1817416
Saurupt,48.6804504,6.181809
Les Jardins d'Esther,48.6982103,6.1743055
Camille Cavallier,48.6932721,6.1652613
Nonna,48.6933618,6.1984759
La Mandarine,48.6932113,6.1818967
Le Majeur,48.687469,6.1802162
Vélo Elliptique,48.6931904,6.159469
"Rameur ""R"" avec Vérin Réglable",48.6931714,6.1594281
Aromatiques,48.6929853,6.1591821
Légumes - Graines,48.6929712,6.1591959
Légumes - Bulbes,48.6929571,6.1592097
Légumes - Racines,48.692943,6.1592235
Légumes - Feuilles,48.6929289,6.1592373
Légumes - Fruits,48.6929148,6.1592511
Fruitiers,48.6928939,6.1592453
Foodies,48.6934203,6.1903245
"Centre médical dentaire, d'ophtalmologie & d'allergologie",48.6928613,6.1895248
Charles,48.6952516,6.1812948
Cheesy,48.691592,6.184691
Cafet’ Pôle Herbert Simon,48.6970113,6.1707517
Aides,48.6922239,6.1801852
Marie FRIOT,48.6869903,6.1646006
Benjamine BATTA,48.6869875,6.164588
Centre Édouard Will,48.6956504,6.1664133
Hédoné,48.6969751,6.1726838
French Trattoria,48.6964341,6.1727994
Église Évangélique Baptiste de Nancy,48.6929822,6.1798581
Le Comptoir Saint Michel,48.6969222,6.1791839
Herz,48.6903792,6.1757971
Nancy,48.6899127,6.1756043
Vallée du graff,48.7030146,6.1871721
P'tit Fauve,48.6890597,6.1725725
Ciğköftem Nancy,48.6920709,6.1861863
McDonald's Nancy Gare,48.6899989,6.1742377
Mon Désert,48.6841068,6.1764239
Gilio's Pizza,48.6825311,6.1742383
Lys dans la vallée,48.6863349,6.1716012
"Cabinet de médecine générale - Frank Pilcer, Marie Hénart",48.6893562,6.1803716
L'Etna,48.6862192,6.1699424
Maxdrive,48.6920006,6.1865401
Bar L'Agence,48.6977428,6.1775284
La Petite Farandole,48.6904637,6.1970595
KeepCool,48.6864084,6.1706385
Chapelle de l'Institution des jeunes aveugles,48.6889461,6.1601253
Food by night,48.6845098,6.1728633
Corinne Joly,48.6967024,6.1780261
Hôtel d'Haussonville,48.6965485,6.1782972
Hôtel de Ligneville,48.6974761,6.1788839
CLV,48.6886075,6.1735382
L'échange,48.6834432,6.1917881
Bureau d'information,48.6839861,6.1894739
Relay,48.6851876,6.1921186
Affichage libre,48.6817529,6.1911665
Chapelle de la Visitation,48.6917511,6.1793167
Le petit Badiem,48.6941028,6.1817241
ADA,48.6839327,6.188414
Au p'tit bio,48.6893213,6.1830928
Clément Graber,48.6927653,6.1780884
La terre en pause,48.6808159,6.1715719
Alexandre Srouji,48.6917955,6.1722578
Easywork,48.6907326,6.1747685
On Air Fitness,48.6782121,6.1997383
Basic-Fit,48.6926893,6.1843846
Armée du Salut,48.6969658,6.1914848
Armée du Salut,48.689473,6.1792946
Église Un Chant Nouveau,48.7024209,6.174745
Harlem Smash,48.683122,6.1902211
Église « La Victoire de Dieu »,48.702801,6.183407
Lysiane Marchal,48.6879556,6.1706552
Cyclopark,48.6876081,6.1796482
Où est le singe ?,48.6935868,6.1908393
Maddak,48.6989718,6.1790839
Wallace,48.6951921,6.1800138
ZENTITUDE,48.6890375,6.1948587
Centre Dentaire,48.691198,6.1834301
Bar des Vedettes,48.6856001,6.1860045
Accro Plongée,48.7023748,6.1911453
Association des Artistes Lorrains,48.6805901,6.194922
Polmard,48.6923761,6.1791592
Acadanse,48.6904312,6.1802607
L'Échiquier,48.6875973,6.1730528
Ça Krousty,48.6831739,6.190158
Carsi Besiktas,48.6830671,6.1903087
ALBA STUDIO,48.6920771,6.1763448
Isabelle Vautelin,48.691814,6.1722713
Indigo,48.6882052,6.1808535
Indigo,48.6882656,6.1811023
Photomaton,48.6878383,6.1806581
Take a Break,48.6914874,6.176325
BB bioburger,48.6874373,6.1806984
Le palais à roulettes,48.6870581,6.1807021
Craft Bar,48.6871854,6.1805844
La pizza de Nico,48.6872529,6.1808286
Emilie and the cool kids,48.6873396,6.1803951
Nicolas - Allegro Musique,48.6889262,6.1610768
Emma - Allegro Musique,48.684561,6.1707069
Gaetan - Professeur de musique,48.6901369,6.1659805
BeePlex,48.6899317,6.1768517
Pigier Nancy,48.6888187,6.198694
École International Tunon,48.6929275,6.1787036
Plantis café,48.6815179,6.1662014
Club Pilates,48.6929826,6.1906118
Stych Auto-École Nancy,48.6856322,6.1607996
Photomaton,48.6972956,6.1673239
La bagagerie du 32,48.6882596,6.187962
Ibis Styles Nancy Centre Gare,48.6903283,6.1714032
Waffle Factory,48.6895052,6.1802617
Centre de Dermatologie,48.6931265,6.1893142
AMOS ESDAC,48.6897675,6.1800732
WIN Sport School Nancy,48.6972912,6.1736817
Dr Jean-Pascal FYAD,48.694924,6.1814521
